                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 2.7933,                 2.2694,                 1.4722,                0.12628,                0.33716,                0.10987,                  0.034,                 2.8844,                 4.6271,                 1.4563,              0.0096464,              0.0096464,              0.0096464
                     17,                 2.7851,                 2.3371,                 1.5495,                0.24232,                 0.3869,                0.25142,                0.05986,                   2.83,                 2.3048,                 1.3995,              0.0096229,              0.0096229,              0.0096229
                     18,                 2.7707,                 2.3565,                 1.5959,                0.58223,                0.39239,                 0.2858,                 0.0762,                 2.8108,                 2.3511,                 1.4155,              0.0095993,              0.0095993,              0.0095993
                     19,                 2.6729,                 2.4145,                 1.5608,                0.59059,                0.37246,                0.24369,                0.06331,                 2.7703,                 2.4096,                 1.3982,              0.0095757,              0.0095757,              0.0095757
                     20,                 2.8768,                 2.4104,                 1.5075,                0.27816,                0.36414,                0.25429,                0.07151,                 2.7812,                 2.9404,                 1.3717,              0.0095521,              0.0095521,              0.0095521
                     21,                 2.7539,                 2.3163,                 1.5435,                0.54988,                0.41811,                0.24372,                0.07547,                 2.7102,                 2.8338,                 1.4067,              0.0095286,              0.0095286,              0.0095286
                     22,                 2.7149,                 2.3247,                 1.5642,                0.28609,                0.38124,                0.21907,                0.07086,                 2.6576,                 2.7701,                 1.3562,               0.009505,               0.009505,               0.009505
                     23,                 2.8058,                  2.287,                 1.5532,                0.25148,                0.32618,                0.21922,                0.07295,                 2.7466,                 2.7015,                 1.4017,              0.0094814,              0.0094814,              0.0094814
                     24,                 2.8161,                 2.2847,                 1.5149,                0.44346,                0.39595,                0.08395,                0.02252,                 2.7936,                 5.0974,                 1.4123,              0.0094579,              0.0094579,              0.0094579
                     25,                 2.7849,                 2.1874,                 1.4525,                0.41913,                0.30272,                0.06714,                0.01702,                 2.8794,                 4.3983,                 1.4214,              0.0094343,              0.0094343,              0.0094343
                     26,                 2.7224,                 2.1779,                 1.5083,                  0.339,                0.34625,                0.31085,                0.09078,                 2.7621,                 2.3082,                 1.3603,              0.0094107,              0.0094107,              0.0094107
                     27,                 2.5772,                 2.1133,                 1.4478,                0.28122,                0.46125,                0.27608,                0.09989,                 2.7431,                 2.0756,                 1.3295,              0.0093871,              0.0093871,              0.0093871
                     28,                  2.653,                 2.0922,                  1.486,                0.32444,                0.38944,                0.31936,                0.08749,                 2.7989,                 2.0706,                  1.369,              0.0093636,              0.0093636,              0.0093636
                     29,                 2.5413,                 2.0293,                 1.4978,                 0.3239,                0.37647,                0.32443,                0.08952,                 2.7512,                 2.2718,                 1.4201,                0.00934,                0.00934,                0.00934
                     30,                 2.6003,                 2.0588,                 1.4376,                0.71007,                0.37222,                0.32918,                0.08932,                 2.7498,                 1.9957,                 1.4394,              0.0093164,              0.0093164,              0.0093164
                     31,                  2.672,                 2.0402,                  1.452,                0.29715,                0.37393,                0.22326,                0.06334,                 2.7008,                 2.8752,                 1.3869,              0.0092929,              0.0092929,              0.0092929
                     32,                  2.659,                 2.0242,                 1.4181,                0.30762,                0.42786,                0.29624,                0.09152,                 2.5887,                 2.2499,                 1.3267,              0.0092693,              0.0092693,              0.0092693
                     33,                 2.5364,                 1.9939,                 1.3852,                0.25321,                0.29622,                0.24806,                 0.0762,                 2.6535,                 2.3485,                 1.3084,              0.0092457,              0.0092457,              0.0092457
                     34,                 2.6273,                 2.0064,                 1.4332,                0.17749,                0.31127,                0.17797,                0.05766,                 2.6781,                 2.7199,                 1.3501,              0.0092221,              0.0092221,              0.0092221
                     35,                 2.6055,                 2.0191,                 1.4641,                0.31578,                0.45621,                  0.283,                0.09053,                 2.5692,                 2.2339,                 1.3051,              0.0091986,              0.0091986,              0.0091986
                     36,                 2.5972,                 1.9724,                 1.4289,                0.25448,                0.42785,                0.23043,                0.06957,                 2.6017,                 2.1584,                 1.3377,               0.009175,               0.009175,               0.009175
                     37,                 2.5501,                 1.9587,                 1.4032,                0.27075,                0.40391,                0.32496,                0.09946,                 2.6417,                 2.0644,                 1.3595,              0.0091514,              0.0091514,              0.0091514
                     38,                 2.6634,                  2.018,                 1.4459,                0.31025,                0.35719,                0.35197,                0.11672,                 2.6425,                 1.8939,                 1.3559,              0.0091279,              0.0091279,              0.0091279
                     39,                 2.5283,                 1.9674,                   1.44,                0.33803,                0.34546,                0.29128,                 0.0881,                 2.6728,                 1.9519,                 1.3326,              0.0091043,              0.0091043,              0.0091043
                     40,                 2.6249,                 1.9491,                 1.4115,                0.34351,                0.36176,                0.35467,                0.11687,                 2.6964,                 1.9071,                 1.4164,              0.0090807,              0.0090807,              0.0090807
                     41,                 2.5557,                 1.9532,                 1.4564,                0.30966,                0.38422,                0.31738,                0.09814,                 2.6647,                 1.9104,                 1.3496,              0.0090571,              0.0090571,              0.0090571
                     42,                 2.4957,                 1.9514,                  1.406,                0.68488,                0.42354,                0.32981,                0.10978,                 2.6958,                 1.8822,                 1.3843,              0.0090336,              0.0090336,              0.0090336
                     43,                 2.5385,                 1.9305,                 1.4166,                0.29804,                0.42283,                0.30254,                0.10038,                 2.5737,                 1.8903,                 1.3602,                0.00901,                0.00901,                0.00901
                     44,                 2.2489,                 1.8539,                 1.3826,                0.33451,                0.39734,                0.33277,                0.09967,                  2.666,                 1.8942,                 1.3861,              0.0089864,              0.0089864,              0.0089864
                     45,                 2.4743,                 1.9007,                 1.3515,                0.33644,                 0.4311,                0.31668,                0.09895,                 2.7524,                 2.1143,                  1.488,              0.0089629,              0.0089629,              0.0089629
                     46,                  2.434,                 1.8847,                 1.3298,                0.29379,                 0.3627,                0.28197,                0.09258,                 2.6688,                 2.0833,                 1.4575,              0.0089393,              0.0089393,              0.0089393
                     47,                 2.4541,                 1.8733,                 1.3843,                0.32871,                0.44415,                0.32041,                0.09282,                   2.63,                   2.07,                 1.4088,              0.0089157,              0.0089157,              0.0089157
                     48,                 2.3635,                 1.7859,                 1.3588,                0.40871,                0.43844,                0.38149,                0.13675,                  2.588,                 1.9483,                 1.4154,              0.0088921,              0.0088921,              0.0088921
                     49,                 2.4233,                 1.8135,                 1.3618,                 0.4726,                0.45547,                0.38655,                0.15325,                 2.4311,                 1.7999,                 1.3151,              0.0088686,              0.0088686,              0.0088686
                     50,                 2.3976,                 1.7621,                 1.3245,                 0.4088,                0.44291,                0.40402,                0.14431,                 2.4126,                 1.8103,                 1.3136,               0.008845,               0.008845,               0.008845
                     51,                 2.3397,                  1.768,                 1.3605,                0.50692,                0.39148,                0.40158,                0.14493,                 2.5242,                  1.891,                 1.3237,              0.0088214,              0.0088214,              0.0088214
                     52,                 2.2855,                 1.7886,                  1.328,                0.34268,                0.41395,                0.38139,                 0.1201,                 2.5543,                 1.9093,                 1.3345,              0.0087979,              0.0087979,              0.0087979
                     53,                  2.294,                 1.7531,                  1.326,                0.39605,                0.38909,                0.33843,                0.10045,                  2.776,                 1.9762,                 1.4085,              0.0087743,              0.0087743,              0.0087743
                     54,                 2.4309,                 1.7622,                 1.3098,                0.38021,                0.41531,                0.38943,                 0.1135,                 2.7771,                 1.9121,                 1.4352,              0.0087507,              0.0087507,              0.0087507
                     55,                 2.2861,                 1.7209,                 1.3318,                0.32086,                0.40416,                0.31781,                 0.1115,                  2.712,                 1.9984,                 1.4347,              0.0087271,              0.0087271,              0.0087271
                     56,                 2.3472,                 1.8863,                 1.3135,                0.27812,                0.45384,                0.32776,                0.10977,                 2.7513,                  2.126,                 1.4418,              0.0087036,              0.0087036,              0.0087036
                     57,                  2.323,                 1.7048,                 1.3237,                0.33787,                0.39992,                0.31621,                0.11125,                 2.6934,                 2.0804,                 1.4022,                0.00868,                0.00868,                0.00868
                     58,                 2.3137,                 1.6836,                 1.2949,                0.38631,                0.43307,                0.32903,                0.11561,                 2.6815,                 1.9687,                 1.3544,              0.0086564,              0.0086564,              0.0086564
                     59,                 2.2932,                 1.6964,                  1.271,                 0.3887,                0.41115,                0.37933,                0.13489,                 2.5705,                 1.7796,                 1.3074,              0.0086329,              0.0086329,              0.0086329
                     60,                 2.3151,                 1.7386,                 1.2809,                0.37318,                0.38705,                0.37767,                0.10257,                 2.6133,                 1.8589,                 1.3357,              0.0086093,              0.0086093,              0.0086093
                     61,                 2.3045,                 1.7058,                 1.3378,                0.42301,                0.37851,                0.35069,                0.10998,                 2.5029,                 1.8647,                 1.2973,              0.0085857,              0.0085857,              0.0085857
                     62,                 2.3166,                  1.755,                 1.3192,                0.33423,                0.41688,                0.35886,                0.10917,                 2.5426,                  1.845,                 1.2746,              0.0085621,              0.0085621,              0.0085621
                     63,                  2.211,                 1.6749,                 1.3105,                0.30492,                0.33154,                0.29114,                0.11006,                 2.6153,                 2.0205,                 1.3515,              0.0085386,              0.0085386,              0.0085386
                     64,                 2.2091,                 1.7133,                 1.2924,                0.32979,                0.28881,                0.27283,                0.10316,                 2.6376,                 2.1085,                  1.404,               0.008515,               0.008515,               0.008515
                     65,                 2.1743,                 1.6698,                 1.3337,                0.36259,                 0.3385,                0.30442,                0.10949,                 2.5912,                 2.1338,                 1.3569,              0.0084914,              0.0084914,              0.0084914
                     66,                 2.0996,                 1.6012,                 1.2662,                0.28621,                0.38546,                 0.3004,                0.10543,                 2.6801,                 2.0609,                 1.3971,              0.0084679,              0.0084679,              0.0084679
                     67,                 2.3516,                 1.6828,                 1.2594,                0.34504,                0.38626,                0.30564,                0.08683,                 2.7508,                 1.9431,                  1.391,              0.0084443,              0.0084443,              0.0084443
                     68,                 2.2674,                 1.5897,                 1.2352,                0.35427,                0.37155,                0.27399,                0.07328,                 2.6568,                 1.9504,                 1.3446,              0.0084207,              0.0084207,              0.0084207
                     69,                 2.3286,                  1.643,                 1.3195,                0.38091,                0.33305,                0.27269,                 0.0889,                 2.7288,                 2.0232,                 1.4067,              0.0083971,              0.0083971,              0.0083971
                     70,                  2.328,                 1.6369,                  1.263,                0.40573,                0.37806,                0.35139,                 0.1176,                 2.6652,                 1.8218,                 1.3795,              0.0083736,              0.0083736,              0.0083736
                     71,                 2.1574,                  1.548,                 1.2559,                0.41052,                0.35824,                0.33996,                0.11165,                 2.5922,                 1.8395,                 1.3225,                0.00835,                0.00835,                0.00835
                     72,                   2.21,                 1.6456,                 1.2798,                0.38209,                 0.3874,                 0.3231,                0.11025,                 2.6239,                 1.9251,                  1.398,              0.0083264,              0.0083264,              0.0083264
                     73,                 2.2394,                  1.597,                 1.2394,                0.45356,                0.38989,                0.36119,                0.13946,                   2.58,                 1.9012,                 1.3932,              0.0083029,              0.0083029,              0.0083029
                     74,                 2.2121,                 1.6098,                  1.243,                 0.4159,                 0.3801,                0.34276,                0.12143,                  2.686,                  1.997,                 1.4684,              0.0082793,              0.0082793,              0.0082793
                     75,                  2.187,                 1.5672,                 1.2297,                0.36281,                0.33901,                 0.3382,                0.12671,                 2.6149,                 2.0354,                 1.3672,              0.0082557,              0.0082557,              0.0082557
                     76,                 2.1444,                 1.5524,                 1.2705,                0.38367,                0.34705,                 0.3191,                0.10927,                 2.8486,                 1.9934,                 1.4468,              0.0082321,              0.0082321,              0.0082321
                     77,                 2.0513,                 1.5175,                 1.2982,                0.33454,                0.37885,                0.30931,                0.10363,                 2.7116,                 2.0061,                  1.472,              0.0082086,              0.0082086,              0.0082086
                     78,                 2.1503,                 1.5814,                  1.266,                0.37248,                0.33318,                0.29902,                0.09911,                 2.6442,                 2.1284,                 1.4386,               0.008185,               0.008185,               0.008185
                     79,                 2.1423,                  1.595,                 1.2299,                 0.3465,                0.39515,                0.29172,                0.09575,                 2.7519,                 2.0149,                 1.4337,              0.0081614,              0.0081614,              0.0081614
                     80,                 2.2437,                 1.6113,                 1.2215,                0.36226,                0.38044,                0.33655,                0.12104,                 2.5765,                 2.0579,                 1.3329,              0.0081379,              0.0081379,              0.0081379
                     81,                 2.1254,                  1.534,                 1.2457,                0.36778,                 0.3793,                0.32666,                0.11055,                 2.6139,                 2.0082,                 1.3533,              0.0081143,              0.0081143,              0.0081143
                     82,                 2.2001,                 1.5693,                 1.2484,                0.43606,                  0.395,                 0.3424,                0.11897,                 2.6015,                 1.9255,                 1.3706,              0.0080907,              0.0080907,              0.0080907
                     83,                 2.1591,                 1.5777,                 1.2162,                0.34745,                0.35371,                0.30581,                0.08156,                 2.7327,                 2.0749,                 1.3798,              0.0080671,              0.0080671,              0.0080671
                     84,                 2.1503,                 1.5808,                 1.2939,                0.39092,                0.38931,                0.32769,                 0.1048,                 2.7079,                 1.9301,                 1.4061,              0.0080436,              0.0080436,              0.0080436
                     85,                 2.1526,                 1.4959,                 1.2474,                0.40153,                0.39882,                0.33894,                0.12285,                 2.5376,                 1.7794,                 1.3083,                0.00802,                0.00802,                0.00802
                     86,                 2.2135,                 1.5867,                 1.1891,                0.32044,                0.37885,                 0.3131,                0.11172,                 2.5699,                 1.8025,                 1.3298,              0.0079964,              0.0079964,              0.0079964
                     87,                 2.1892,                 1.5574,                 1.2344,                 0.3293,                 0.3793,                0.29258,                0.10995,                  2.564,                 1.7926,                 1.3795,              0.0079729,              0.0079729,              0.0079729
                     88,                 2.1361,                  1.569,                 1.2133,                0.29863,                0.38338,                0.26748,                0.09253,                 2.6121,                 1.7808,                 1.3886,              0.0079493,              0.0079493,              0.0079493
                     89,                 2.1629,                 1.5062,                 1.2001,                0.27166,                0.35815,                0.25344,                0.09312,                 2.7451,                 1.9968,                 1.3764,              0.0079257,              0.0079257,              0.0079257
                     90,                 2.0135,                 1.4234,                 1.2029,                0.27239,                0.34281,                0.27465,                 0.1081,                  2.714,                 1.8798,                 1.4651,              0.0079021,              0.0079021,              0.0079021
                     91,                 2.0667,                  1.482,                 1.2481,                0.37551,                0.34625,                0.31062,                0.11027,                 2.7318,                 2.0143,                 1.4639,              0.0078786,              0.0078786,              0.0078786
                     92,                 2.0862,                 1.4409,                 1.2182,                0.36194,                0.36871,                0.33497,                0.10824,                 2.6969,                 2.0181,                 1.3711,               0.007855,               0.007855,               0.007855
                     93,                 2.2666,                 1.5409,                 1.1958,                 0.3386,                0.37269,                 0.3367,                0.09718,                 2.6764,                 2.0997,                 1.3749,              0.0078314,              0.0078314,              0.0078314
                     94,                 2.2189,                 1.5771,                 1.2278,                0.36581,                0.35211,                0.33349,                0.10822,                 2.6932,                 1.9676,                 1.3792,              0.0078079,              0.0078079,              0.0078079
                     95,                 2.1158,                 1.4436,                 1.2099,                0.31675,                0.38558,                 0.2965,                0.10705,                 2.6781,                 1.9146,                 1.4014,              0.0077843,              0.0077843,              0.0077843
                     96,                  2.073,                 1.4689,                 1.2103,                0.35929,                0.41235,                 0.3194,                0.10816,                 2.6676,                  1.855,                 1.4061,              0.0077607,              0.0077607,              0.0077607
                     97,                 1.9969,                 1.4097,                 1.2156,                 0.3816,                0.39321,                0.34001,                0.10189,                  2.697,                   1.93,                 1.4175,              0.0077371,              0.0077371,              0.0077371
                     98,                 1.9797,                 1.4287,                 1.2339,                0.36486,                 0.3875,                0.31618,                0.10261,                 2.6461,                 1.9022,                 1.3832,              0.0077136,              0.0077136,              0.0077136
                     99,                 1.9744,                 1.4343,                 1.2017,                 0.3633,                0.39008,                0.33118,                0.11371,                 2.5686,                 2.0257,                 1.3415,                0.00769,                0.00769,                0.00769
